employee_id,year,regular_pay,retro_pay,other_pay,ot_pay,injured_pay,detail_pay,quinn_pay,total_pay
140325,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140294,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
50576,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140282,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140296,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140346,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140306,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
135945,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
10258,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140281,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140290,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140305,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140300,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140341,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140288,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140291,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140297,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140304,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140298,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
111814,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
106695,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140337,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140327,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140299,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140326,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140604,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140292,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140301,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140313,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140330,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140332,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140293,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
140333,2015,2369.58,0.0,0.0,0.0,0.0,0.0,0.0,2369.58
126564,2014,2300.56,275.01,0.0,0.0,0.0,0.0,0.0,2575.57
144332,2016,2804.4,,,,,,,2804.4
117846,2016,2804.4,,,,,,,2804.4
144315,2016,2804.4,,,,,,,2804.4
144309,2016,2804.4,,,,,,,2804.4
144329,2016,2804.4,,,,,,,2804.4
144311,2016,2804.4,,,,,,,2804.4
144304,2016,2804.4,,,,,,,2804.4
144324,2016,2804.4,,,,,,,2804.4
144331,2016,2804.4,,,,,,,2804.4
144314,2016,2804.4,,,,,,,2804.4
144333,2016,2804.4,,,,,,,2804.4
144335,2016,2804.4,,,,,,,2804.4
123379,2016,2804.4,,,,,,,2804.4
128227,2016,2804.4,,,,,,,2804.4
144310,2016,2804.4,,,,,,,2804.4
113756,2016,2804.4,,,,,,,2804.4
129442,2016,2804.4,,,,,,,2804.4
144334,2016,2804.4,,,,,,,2804.4
144325,2016,2804.4,,,20.03,,,,2824.43
128677,2016,2804.4,,,100.16,,,,2904.56
144336,2016,2804.4,,,160.25,,,,2964.65
153362,2018,3071.37,,,,,,,3071.37
153361,2018,3071.37,,,,,,,3071.37
153363,2018,3071.37,,,,,,,3071.37
10170,2014,0.0,3098.39,0.0,0.0,0.0,0.0,0.0,3098.39
135897,2016,3199.13,,,,,,,3199.13
113322,2016,3271.8,,,,,,,3271.8
111716,2016,3271.8,,,,,,,3271.8
113365,2016,3271.8,,,20.03,,,,3291.83
144447,2016,3554.37,,,,,,,3554.37
116134,2016,3554.37,,,,,,,3554.37
144426,2016,3554.37,,,,,,,3554.37
144427,2016,3554.37,,,,,,,3554.37
144484,2016,3554.37,,,,,,,3554.37
144428,2016,3554.37,,,,,,,3554.37
144419,2016,3554.37,,,,,,,3554.37
144416,2016,3554.37,,,,,,,3554.37
144452,2016,3554.37,,,,,,,3554.37
144464,2016,3554.37,,,,,,,3554.37
144446,2016,3554.37,,,,,,,3554.37
126186,2016,3554.37,,,,,,,3554.37
144429,2016,3554.37,,,,,,,3554.37
144496,2016,3554.37,,,,,,,3554.37
144424,2016,3554.37,,,,,,,3554.37
144425,2016,3554.37,,,,,,,3554.37
144442,2016,3554.37,,,,,,,3554.37
144505,2016,3554.37,,,,,,,3554.37
135926,2016,3554.37,,,,,,,3554.37
144465,2016,3554.37,,,,,,,3554.37
112887,2016,3554.37,,,,,,,3554.37
144462,2016,3554.37,,,,,,,3554.37
144444,2016,3554.37,,,,,,,3554.37
144456,2016,3554.37,,,,,,,3554.37
144474,2016,3554.37,,,,,,,3554.37
144500,2016,3554.37,,,,,,,3554.37
144497,2016,3554.37,,,,,,,3554.37
144422,2016,3554.37,,,,,,,3554.37
144421,2016,3554.37,,,,,,,3554.37
144472,2016,3554.37,,,,,,,3554.37
144469,2016,3554.37,,,,,,,3554.37
144457,2016,3554.37,,,,,,,3554.37
144460,2016,3554.37,,,,,,,3554.37
144476,2016,3554.37,,,,,,,3554.37
144454,2016,3554.37,,,,,,,3554.37
144501,2016,3554.37,,,,,,,3554.37
144423,2016,3554.37,,,,,,,3554.37
144466,2016,3554.37,,,,,,,3554.37
144503,2016,3554.37,,,,,,,3554.37
144473,2016,3554.37,,,,,,,3554.37
144461,2016,3554.37,,,,,,,3554.37
144458,2016,3554.37,,,,,,,3554.37
81766,2016,3554.37,,,,,,,3554.37
144463,2016,3554.37,,,,,,,3554.37
144495,2016,3554.37,,,,,,,3554.37
144492,2016,3554.37,,,,,,,3554.37
118532,2016,3554.37,,,,,,,3554.37
144420,2016,3554.37,,,,,,,3554.37
144448,2016,3554.37,,,,,,,3554.37
144459,2016,3554.37,,,,,,,3554.37
153118,2018,3583.27,,,,,,,3583.27
148286,2017,3730.98,,,,,,,3730.98
144333,2014,0.0,3629.57,0.0,0.0,192.39,0.0,0.0,3821.96
153090,2018,3839.22,,,,,,,3839.22
153093,2018,3839.22,,,,,,,3839.22
153091,2018,3839.22,,,,,,,3839.22
112120,2018,3839.22,,,,,,,3839.22
153068,2018,3839.22,,,,,,,3839.22
153147,2018,3839.22,,,,,,,3839.22
153121,2018,3839.22,,,,,,,3839.22
111646,2018,3839.22,,,,,,,3839.22
153076,2018,3839.22,,,,,,,3839.22
153083,2018,3839.22,,,,,,,3839.22
153125,2018,3839.22,,,,,,,3839.22
153089,2018,3839.22,,,,,,,3839.22
153329,2018,3839.22,,,,,,,3839.22
153174,2018,3839.22,,,,,,,3839.22
153150,2018,3839.22,,,,,,,3839.22
153128,2018,3839.22,,,,,,,3839.22
153070,2018,3839.22,,,,,,,3839.22
153145,2018,3839.22,,,,,,,3839.22
153113,2018,3839.22,,,,,,,3839.22
153133,2018,3839.22,,,,,,,3839.22
153165,2018,3839.22,,,,,,,3839.22
153126,2018,3839.22,,,,,,,3839.22
153074,2018,3839.22,,,,,,,3839.22
118323,2018,3839.22,,,,,,,3839.22
153094,2018,3839.22,,,,,,,3839.22
153328,2018,3839.22,,,,,,,3839.22
153117,2018,3839.22,,,,,,,3839.22
153152,2018,3839.22,,,,,,,3839.22
153155,2018,3839.22,,,,,,,3839.22
124390,2018,3839.22,,,,,,,3839.22
153129,2018,3839.22,,,,,,,3839.22
153096,2018,3839.22,,,,,,,3839.22
153077,2018,3839.22,,,,,,,3839.22
153130,2018,3839.22,,,,,,,3839.22
153078,2018,3839.22,,,,,,,3839.22
153099,2018,3839.22,,,,,,,3839.22
113129,2018,3839.22,,,,,,,3839.22
153151,2018,3839.22,,,,,,,3839.22
153137,2018,3839.22,,,,,,,3839.22
153131,2018,3839.22,,,,,,,3839.22
144487,2018,3839.22,,,,,,,3839.22
153127,2018,3839.22,,,,,,,3839.22
153144,2018,3839.22,,,,,,,3839.22
153154,2018,3839.22,,,,,,,3839.22
153160,2018,3839.22,,,,,,,3839.22
153114,2018,3839.22,,,,,,,3839.22
153156,2018,3839.22,,,,,,,3839.22
153159,2018,3839.22,,,,,,,3839.22
117727,2018,3839.22,,,,,,,3839.22
153360,2018,3839.22,,,,,,,3839.22
153087,2018,3839.22,,,,,,,3839.22
153111,2018,3839.22,,,,,,,3839.22
153112,2018,3839.22,,,,,,,3839.22
153098,2018,3839.22,,,,,,,3839.22
153073,2018,3839.22,,,,,,,3839.22
153116,2018,3839.22,,,,,,,3839.22
153072,2018,3839.22,,,,,,,3839.22
153153,2018,3839.22,,,,,,,3839.22
153088,2018,3839.22,,,,,,,3839.22
153163,2018,3839.22,,,,,,,3839.22
153146,2018,3839.22,,,,,,,3839.22
153140,2018,3839.22,,,,,,,3839.22
153134,2018,3839.22,,,,,,,3839.22
122785,2018,3839.22,,,,,,,3839.22
153082,2018,3839.22,,,,,,,3839.22
153132,2018,3839.22,,,,,,,3839.22
153149,2018,3839.22,,,,,,,3839.22
153135,2018,3839.22,,,,,,,3839.22
153120,2018,3839.22,,,,,,,3839.22
153100,2018,3839.22,,,,,,,3839.22
103384,2018,3839.22,,,,,,,3839.22
153086,2018,3839.22,,,,,,,3839.22
153081,2018,3839.22,,,,,,,3839.22
153124,2018,3839.22,,,,,,,3839.22
153148,2018,3839.22,,,,,,,3839.22
153122,2018,3839.22,,,,,,,3839.22
153080,2018,3839.22,,,,,,,3839.22
153161,2018,3839.22,,,,,,,3839.22
153084,2018,3839.22,,,,,,,3839.22
148243,2018,3839.22,,,,,,,3839.22
112056,2018,3839.22,,,,,,,3839.22
153158,2018,3839.22,,,,,,,3839.22
129273,2013,4317.54,0.0,0.0,0.0,0.0,0.0,0.0,4317.54
128336,2016,4609.4,,,,,,,4609.4
120212,2011,4386.48,0.0,0.0,383.82,0.0,0.0,0.0,4770.3
125609,2015,4876.06,0.0,18.11,0.0,0.0,0.0,0.0,4894.17
131227,2014,4280.94,76.54,800.0,0.0,0.0,0.0,0.0,5157.48
140300,2017,4369.79,158.48,800.0,,,,,5328.27
128208,2016,5594.4,,,,,,,5594.4
131239,2014,4951.01,76.54,800.0,0.0,0.0,0.0,0.0,5827.55
148318,2017,6280.48,,,,,,,6280.48
10744,2012,5488.42,0.0,800.0,0.0,0.0,0.0,0.0,6288.42
140328,2017,6763.31,,,,,,,6763.31
126564,2013,6030.86,0.0,800.0,0.0,0.0,0.0,0.0,6830.86
126547,2016,3646.41,,3300.0,,,,,6946.41
148243,2017,7026.67,,,,,,,7026.67
120930,2012,5782.25,0.0,800.0,0.0,2559.47,0.0,0.0,7141.72
135926,2015,6614.11,0.0,800.0,0.0,0.0,0.0,0.0,7414.11
80344,2013,5458.73,0.0,0.0,2018.64,0.0,1480.0,733.3,9690.67
93478,2013,6540.26,0.0,0.0,1886.08,0.0,660.0,686.14,9772.48
140300,2016,9182.13,,800.0,,,,,9982.13
132064,2014,10700.58,0.0,0.0,0.0,0.0,0.0,0.0,10700.58
116899,2011,9903.25,0.0,800.0,0.0,0.0,0.0,0.0,10703.25
12015,2017,4740.42,4622.93,800.0,257.4,,1150.0,886.79,12457.54
140301,2016,11847.91,,800.0,,,,,12647.91
102680,2011,11874.53,0.0,800.0,0.0,0.0,0.0,0.0,12674.53
116181,2014,11930.95,76.54,800.0,0.0,0.0,0.0,0.0,12807.49
10581,2021,522.03,,12311.46,,,,,12833.49
148486,2017,12498.48,,,848.12,,,,13346.6
122563,2018,12999.8,,400.0,187.27,,,,13587.07
129143,2018,13109.04,,400.0,304.32,,,,13813.36
113561,2018,13109.04,,400.0,327.73,,,,13836.77
80410,2013,1294.02,0.0,3957.88,0.0,0.0,0.0,8723.52,13975.42
118206,2018,13109.04,,400.0,503.29,,,,14012.33
137486,2018,13109.04,,400.0,585.22,,,,14094.26
151192,2018,13109.04,,400.0,655.46,,,,14164.5
151195,2018,13109.04,,400.0,678.88,,,,14187.92
10127,2021,2249.94,,11596.1,,,,356.63,14202.67
138600,2018,13109.04,,400.0,713.98,,,,14223.02
151196,2018,13109.04,,400.0,713.98,,,,14223.02
151190,2018,13109.04,,400.0,749.09,,,,14258.13
151189,2018,13109.04,,400.0,795.9,,,,14304.94
151208,2018,12890.56,,400.0,1205.56,,,,14496.12
140415,2018,13509.04,,400.0,994.92,,,,14903.96
111241,2018,14544.93,,400.0,386.25,,,,15331.18
138921,2015,13961.01,0.0,0.0,1396.09,0.0,0.0,0.0,15357.1
11710,2021,3626.88,,12563.37,,,,,16190.25
151206,2018,13109.04,,400.0,2750.55,,,,16259.59
126547,2017,13672.0,43.76,2500.0,418.79,,,,16634.55
101239,2013,16900.0,0.0,0.0,0.0,0.0,0.0,0.0,16900.0
101239,2011,16900.0,0.0,0.0,0.0,0.0,0.0,0.0,16900.0
101239,2014,16900.0,0.0,0.0,0.0,0.0,0.0,0.0,16900.0
101239,2017,16900.0,,,,,,,16900.0
101239,2021,16900.0,,,,,,,16900.0
101239,2012,16900.0,0.0,0.0,0.0,0.0,0.0,0.0,16900.0
101239,2016,16900.0,,,,,,,16900.0
101239,2018,16900.0,,,,,,,16900.0
101239,2015,17550.0,0.0,0.0,0.0,0.0,0.0,0.0,17550.0
134232,2018,17759.04,,400.0,152.16,,,,18311.2
80410,2012,5928.75,0.0,3957.88,0.0,0.0,0.0,8723.52,18610.15
148276,2017,19587.63,,,,,,,19587.63
148258,2017,19587.63,,,,,,,19587.63
148257,2017,19587.63,,,,,,,19587.63
148262,2017,19587.63,,,,,,,19587.63
148319,2017,19587.63,,,,,,,19587.63
148300,2017,19587.63,,,,,,,19587.63
131227,2017,19587.63,,,,,,,19587.63
148255,2017,19587.63,,,,,,,19587.63
148250,2017,19587.63,,,,,,,19587.63
112168,2017,19587.63,,,,,,,19587.63
131605,2017,19587.63,,,,,,,19587.63
117001,2017,19587.63,,,,,,,19587.63
141503,2017,19587.63,,,,,,,19587.63
148266,2017,19587.63,,,,,,,19587.63
116181,2017,19587.63,,,,,,,19587.63
148267,2017,19587.63,,,,,,,19587.63
148283,2017,19587.63,,,,,,,19587.63
148302,2017,19587.63,,,,,,,19587.63
148294,2017,19587.63,,,,,,,19587.63
148305,2017,19587.63,,,,,,,19587.63
148282,2017,19587.63,,,,,,,19587.63
148259,2017,19587.63,,,,,,,19587.63
148281,2017,19587.63,,,,,,,19587.63
148247,2017,19587.63,,,,,,,19587.63
148277,2017,19587.63,,,,,,,19587.63
148254,2017,19587.63,,,,,,,19587.63
148312,2017,19587.63,,,,,,,19587.63
148252,2017,19587.63,,,,,,,19587.63
148272,2017,19587.63,,,,,,,19587.63
148249,2017,19587.63,,,,,,,19587.63
148253,2017,19587.63,,,,,,,19587.63
148244,2017,19587.63,,,,,,,19587.63
100417,2017,19587.63,,,,,,,19587.63
148279,2017,19587.63,,,,,,,19587.63
148264,2017,19587.63,,,,,,,19587.63
148296,2017,19587.63,,,,,,,19587.63
148245,2017,19587.63,,,,,,,19587.63
148275,2017,19587.63,,,,,,,19587.63
148284,2017,19587.63,,,,,,,19587.63
148251,2017,19587.63,,,,,,,19587.63
148285,2017,19587.63,,,,,,,19587.63
113407,2017,19587.63,,,,,,,19587.63
148222,2017,19587.63,,,,,,,19587.63
148261,2017,19587.63,,,,,,,19587.63
148246,2017,19587.63,,,,,,,19587.63
148280,2017,19587.63,,,,,,,19587.63
140301,2017,19587.63,,,,,,,19587.63
148269,2017,19587.63,,,,,,,19587.63
148270,2017,19587.63,,,,,,,19587.63
113878,2017,19587.63,,,,,,,19587.63
148317,2017,19587.63,,,,,,,19587.63
148242,2017,19587.63,,,,,,,19587.63
148290,2017,19587.63,,,,,,,19587.63
148287,2017,19587.63,,,,,,,19587.63
148304,2017,19587.63,,,,,,,19587.63
148320,2017,19587.63,,,,,,,19587.63
148298,2017,19587.63,,,,,,,19587.63
148260,2017,19587.63,,,,,,,19587.63
148309,2017,19587.63,,,,,,,19587.63
148289,2017,19587.63,,,,,,,19587.63
148311,2017,19587.63,,,,,,,19587.63
148263,2017,19587.63,,,,,,,19587.63
148321,2017,19587.63,,,,,,,19587.63
148273,2017,19587.63,,,,,,,19587.63
148271,2017,19587.63,,,,,,,19587.63
148318,2018,19700.8,47.89,,440.45,,,,20189.14
144420,2017,20298.5,85.3,,,,,,20383.8
149901,2018,20417.25,,250.0,44.04,,,,20711.29
122865,2018,18846.54,,,1924.25,,,,20770.79
144496,2017,20772.42,71.09,,,,,,20843.51
120909,2021,16751.06,,800.0,292.68,,,3350.18,21193.92
120944,2012,994.42,0.0,0.0,0.0,20616.91,0.0,0.0,21611.33
105590,2011,16777.43,0.0,3962.82,1020.55,0.0,0.0,0.0,21760.8
11118,2021,3447.76,,17094.96,1004.83,,,362.92,21910.47
121696,2012,19500.15,36.5,0.0,2962.09,0.0,0.0,0.0,22498.74
11068,2016,,11007.35,5327.45,,6661.64,,,22996.44
145479,2017,23048.9,,,84.67,,,,23133.57
144315,2018,22576.07,,400.0,351.14,,,,23327.21
127747,2016,23502.4,,,,,,,23502.4
138711,2015,19381.47,0.0,0.0,4163.39,0.0,0.0,0.0,23544.86
9767,2021,3341.01,,20353.14,,,,,23694.15
10170,2021,11072.95,,12660.11,,,,,23733.06
131605,2016,18589.42,,2340.64,3951.44,,,,24881.5
163938,2021,23146.83,,250.0,1546.58,,,,24943.41
10725,2021,22262.96,,800.0,,,,2092.08,25155.04
103768,2018,11135.0,,14663.8,,,,,25798.8
141219,2016,25784.52,,,719.74,,,,26504.26
10706,2012,21134.91,0.0,800.0,2826.92,0.0,0.0,2113.53,26875.36
103768,2011,23813.72,0.0,3300.0,89.49,0.0,0.0,0.0,27203.21
127685,2013,22223.1,0.0,0.0,6983.61,0.0,0.0,0.0,29206.71
12202,2015,22945.58,0.0,800.0,2374.06,0.0,0.0,3212.33,29331.97
135897,2017,25896.67,2204.99,400.0,1049.82,,,,29551.48
